name,rating,courses,fees_range,package,city
Dr. B.C. Roy Engineering College,3.8,22,1600000 - 3700000,3.5 - 3.8 LPA,Durgapur
MSU - The Maharaja Sayajirao University of Baroda,4.1,291,18000 - 5600000,1.8 - 4.5 LPA,Vadodara
RVR and JC College of Engineering,4.3,23,768000 - 3200000,2.17 - 3.6 LPA,Guntur
"SMIT - Sikkim Manipal Institute of Technology, Sikkim Manipal University",4.1,56,1800000 - 15600000,4.75 LPA,Rangpo
BV Raju Institute of Technology,4.3,27,1300000 - 5400000,3.49 - 4.01 LPA,Hyderabad
RSET - Rajagiri School of Engineering and Technology,4,16,1300000 - 300000,3.6 - 4 LPA,Kochi
Central University of Punjab,3.5,63,5000 - 903000,3.1 - 3.36 LPA,Punjab - Other
DDU - Dharmsinh Desai University,3.9,30,3000 - 3300000,2.58 - 7.05 LPA,Gujarat - Other
CMR College of  Engineering and Technology,4.2,22,100000 - 4600000,3.8 - 4 LPA,Hyderabad
"Sri Venkateswara College of Engineering and Technology, Chittoor",3.7,35,634000 - 1900000,4.84 - 5.4 LPA,Chittoor
"College of Pharmaceutical Sciences, Andhra University, Visakhapatnam",4.1,14,30000 - 4100000,3 - 6.6 LPA,Visakhapatnam
"Government Engineering College, Thrissur",4.4,34,265000 - 433000,1.5 - 4.55 LPA,Thrissur
"Maulana Azad Medical College, University of Delhi",4.6,34,11000 - 818000,0.86 - 0.9 LPA,Delhi
Rajarambapu Institute of Technology,4,50,18000 - 4900000,2.16 - 3.5 LPA,Kolhapur
IIM Trichy - Indian Institute of Management,4.4,11,1000000 - 19500000,13 - 16 LPA,Tiruchirappalli
GITA - Gandhi Institute for Technological Advancement,4.2,22,1600000 - 4300000,4.2 - 4.5 LPA,Bhubaneswar
Chaudhary Charan Singh Haryana Agricultural University,4.5,58,88000 - 74000,4.1,Haryana - Other
"TISS - Tata Institute of Social Sciences, Mumbai",4.5,95,7000 - 12300000,1.5 - 6 LPA,Mumbai
"NMIMS, Mumbai",NULL,6,11100000 - 1800000,5.5 - 19.2 LPA,Mumbai
"Odisha University of Agriculture & Technology, Bhubaneswar",3.8,60,215000 - 771000,3.1,Bhubaneswar
"JNTUA College of Engineering, Ananthapuramu",3.8,43,30000 - 100000,3.25 - 5 LPA,Anantapur
"J. C. Bose University of Science and Technology, YMCA",3.7,56,16000 - 2900000,2.16 - 4.5 LPA,Faridabad
"University College of Engineering, Kakinada, Jawaharlal Nehru Technological University, Kakinada",3.8,31,40000 - 1800000,3.5 - 4 LPA,Kakinada
KCG College of Technology,4,26,50000 - 200000,3.9 - 4 LPA,Chennai
"Amity University, Jaipur",4,141,52000 - 12300000,3.6 - 5 LPA,Jaipur
Veermata Jijabai Technological Institute - VJTI Mumbai,4.1,62,18000 - 2300000,6 - 7.54 LPA,Mumbai
IIM Ranchi - Indian Institute of Management,4.3,8,80000 - 15500000,14.75 - 15.5 LPA,Ranchi
Prasad V Potluri Siddhartha Institute of Technology,4,15,976000 - 2800000,1.08 - 3.5 LPA,Vijayawada
"University College of Medical Sciences, University of Delhi",4.6,29,720 - 39000,4.2 - 17 LPA,Delhi
"SNS College of Technology, SNS Group of Institutions",4.2,37,35000 - 200000,3.4 - 4.52 LPA,Coimbatore
Hindustan Institute of Technology and Science,3.7,148,30000 - 31400000,2.8 - 4.5 LPA,Chennai
Malla Reddy Engineering College,4.1,21,90000 - 4600000,3.4 - 4 LPA,Secunderabad
SR Engineering College,4,16,1100000 - 4400000,4.5 - 4.8 LPA,Warangal
"Assam University, Silchar",3.6,76,500 - 40000,3.68 - 3.7 LPA,Silchar
"Lady Hardinge Medical College, University of Delhi",4.5,35,1000 - 768000,1 - 14 LPA,Delhi
Vidya Jyothi Institute of Technology,4,21,100000 - 4600000,3.6 - 3.81 LPA,Hyderabad
CMR Technical Campus,4.1,15,86000 - 4200000,3.5 - 4.5 LPA,Hyderabad
Shri Vishnu Engineering College for Women,4.6,15,848000 - 2800000,3.24 - 3.8 LPA,West Godavari
"KLS Gogte Institute of Technology, Belagavi",4.1,31,1200000 - 4200000,2.7 - 4.8 LPA,Belgaum
Annamalai University,3.6,322,28000 - 2500000,1.76 - 10.11 LPA,Tamil Nadu - Other
"Indian Institute of Foreign Trade, Delhi",4.3,19,75000 - 21800000,24 LPA,Delhi
Shivaji University,4.1,175,2000 - 2400000,0.85 - 2.93 LPA,Kolhapur
GJUST-Guru Jambheshwar University of Science And Technology,4,69,44000 - 2400000,1.25 - 3.75 LPA,Hisar
Kakatiya Institute of Technology and Science,4.1,22,100000 - 500000,4.33 - 5.3 LPA,Warangal
"Chitkara University, Chandigarh",4.9,28,1900000 - 61100000,2.1 - 7.6 LPA,Chandigarh
"VELS Institute of Science, Technology and Advanced Studies (VISTAS)",3.8,53,75000 - 7200000,3.15 - 6.95 LPA,Chennai
ILBS Delhi - Institute of Liver and Biliary Sciences,NULL,21,21,30 LPA,Delhi
Gokaraju Rangaraju Institute of Engineering and Technology,4.4,20,1100000 - 5200000,3.54 - 4.02 LPA,Hyderabad
IIM Shillong - Indian Institute of Management,3.8,9,60000 - 2000000,20 - 22.28 LPA,Shillong
Kumaraguru College of Technology,4.2,36,35000 - 200000,2.4 - 4 LPA,Coimbatore
KIMS - Kalinga Institute of Medical Sciences,4.3,33,8300000 - 83300000,13.5 - 17 LPA,Bhubaneswar
Guru Nanak Dev Engineering College,3.8,44,78000 - 300000,3.6 LPA,Ludhiana
"Presidency University, Kolkata",4.1,38,38000 - 54000,7 LPA,Kolkata
"Great Lakes Institute of Management, Chennai",4.3,7,1500000 - 12400000,11.44 LPA,Chennai
Rajeev Gandhi Memorial College of Engineering and Technology,3.7,19,884000 - 2800000,4.4 LPA,Kurnool
Sri Sai Ram Institute of Technology,3.8,17,35000 - 2200000,3.27 - 4.5 LPA,Chennai
B.S. Abdur Rahman Crescent Institute of Science and Technology,4.2,72,40000 - 1600000,3.25 - 4.25 LPA,Chennai
SVVU - Sri Venkateswara Veterinary University,4.2,9,198000 - 509000,4.3,Tirupati
College of Technology and Engineering,3.9,18,1300000 - 200000,4.2 LPA,Udaipur
R.M.D. Engineering College,4.1,8,50000 - 200000,4.76 LPA,Tamil Nadu - Other
Central University of Kerala,3.6,39,133000 - 1800000,3.48 LPA,Kasargode
Vignan Institute of Technology and Science,4,17,1100000 - 400000,3.8,Nalgonda
Saurashtra University,3.8,57,31000 - 2200000,1.7 - 4.5 LPA,Rajkot
"Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai",4.2,118,21000 - 19 Cr,4.5 - 13 LPA,Navi Mumbai
Acharya N.G. Ranga Agricultural University,3.8,28,149000 - 1900000,3.9,Hyderabad
Siddhartha Institute of Technology and Sciences,3.4,23,447000 - 3200000,2.8 LPA,Ranga Reddy
Godavari Institute of Engineering and Technology,4,30,54000 - 2300000,3.83 - 4.2 LPA,Rajahmundry
DAVV - Devi Ahilya Vishwavidyalaya,4,141,2000 - 2500000,1.94 - 84 LPA,Indore
All India Institute of Medical Sciences Patna,5,35,21000 - 264000,12.36 LPA,Patna
University of Kalyani,3.5,44,24000 - 1400000,4.6 - 7.2 LPA,Kolkata
Ashoka University,4.7,31,75000 - 27800000,8 - 10 LPA,Sonepat
R.M.K. College of Engineering and Technology,3.7,6,200000,4.3 LPA,Thiruvarur
Kalinga University,4.2,83,25000 - 7200000,2.52 - 3.76 LPA,Raipur
"JSS Medical College, JSS Academy of Higher Education and Research",4,57,643000 - 69400000,9.54 - 19.8 LPA,Mysore
Maulana Abul Kalam Azad University of Technology [MAKAUT],3.9,125,9000 - 2400000,2.4 - 4.5 LPA,Kolkata
Goa University,3.8,62,44000 - 2800000,2.34 - 7.9 LPA,Goa - Other
IIITDM Kancheepuram - Indian Institute of Information Technology Design & Manufacturing,4.2,20,1100000 - 600000,8.27 - 12.62 LPA,Chennai
Dibrugarh University,3.8,94,1000 - 3500000,2 - 6.35 LPA,Dibrugarh
GLA University,4.3,48,15000 - 9500000,2.72 - 5.5 LPA,Mathura
"Dr. B.R. Ambedkar University Delhi, Kashmere Gate",3.9,31,1100000 - 300000,3 - 6 LPA,Delhi
Dr. Yashwant Singh Parmar University of Horticulture and Forestry,3.7,28,18000 - 80000,3.5 - 4.78 LPA,Himachal Pradesh - Other
Manipur University,4.2,77,101000 - 1700000,4.2 - 7.8 LPA,Imphal
KLE Academy of Higher Education and Research,4.2,37,26000 - 10600000,4.08 - 11.61 LPA,Belgaum
KAU - Kerala Agricultural University,3.6,34,22,1.5,Thrissur
GIM - Goa Institute of Management,4.3,7,40000 - 18300000,11.05 LPA,Goa - Other
Kurukshetra University,3.5,28,11000 - 3700000,3 - 4.2 LPA,Kurukshetra
Mangalore University,4,52,63000 - 569000,2.6 LPA,Mangalore
Rajasthan University of Veterinary and Animal Sciences,NULL,2,– / –,– / –,Bikaner
"Centurion University of Technology and Management, Paralakhemundi",3.8,32,90000 - 1500000,3 - 3.6 LPA,Orissa - Other
Dayalbagh Educational Institute [DEI],3.9,16,116000 - 278000,3.25 - 5 LPA,Agra
Teri School of Advanced Studies (TSAS),3.9,32,35000 - 16200000,5.5 - 6 LPA,Delhi
Veer Surendra Sai University of Technology,4,43,911000 - 2300000,4.5 - 7 LPA,Orissa - Other
"N. M. College of Agriculture, Navsari Agricultural University",4.5,12,20000,4 LPA,Navsari
JAU - Junagadh Agricultural University,NULL,4,29,– / –,Junagadh
Dr. B.R. Ambedkar Institute of Technology,4.4,13,421,3.15 LPA,Port Blair
Sri Venkateswara College of Engineering and Technology,1.4,10,35000 - 200000,1,Thiruvarur
"Jawaharlal Nehru Technological University, Kakinada",2.8,15,54000 - 2600000,3.5 - 4 LPA,Kakinada
National Sanskrit University,4.8,116,250 - 137000,5,Tirupati
GMCH Chandigarh - Government Medical College and Hospital,4.5,34,287000 - 4500000,10.8 LPA,Chandigarh
"SMU - Sikkim Manipal University, Gangtok",3,26,447000 - 600000,2.5 - 3.7 LPA,Gangtok
Central University of Rajasthan,4.1,54,554000 - 5400000,2.28 - 5.5 LPA,Ajmer
IIM Visakhapatnam - Indian Institute of Management,4.3,5,10800000 - 16500000,12 - 15.46 LPA,Visakhapatnam
"Christian Dental College, Ludhiana",3.6,4,176,3.5 - 6 LPA,Ludhiana
Christian Medical College & Hospital Ludhiana,3.9,58,86000 - 3300000,3.6 - 14 LPA,Ludhiana
"International Management Institute, New Delhi",4.1,6,7700000 - 18200000,14.17 - 18.56 LPA,Delhi
IMT Ghaziabad - Institute of Management Technology,4.2,9,600000 - 1900000,14 LPA,Ghaziabad
PES University,4,61,1900000 - 1800000,2.4 - 7.5 LPA,Bangalore
Chennai Institute of Technology,4.3,23,50000 - 200000,4.5 LPA,Chennai
Dayanand Medical College and Hospital,4.2,40,7800000 - 19500000,4.32 - 30 LPA,Ludhiana
"National Institute of Pharmaceutical Education and Research, Kolkata",NULL,5,12,3.8 LPA,Kolkata
K J Somaiya College of Engineering,4.1,36,50000 - 18800000,6.3 - 7 LPA,Mumbai
TANUVAS - Tamil Nadu Veterinary And Animal Sciences University,NULL,5,– / –,– / –,Chennai
AIIMS Bhopal - All India Institute of Medical Sciences,4.7,46,21000 - 48000,1 - 1.2 LPA,Bhopal
Parul University,4.2,480,20000 - 16900000,1.94 - 4.8 LPA,Vadodara
GITAM Dental College And Hospital,NULL,9,– / –,4.9 LPA,Visakhapatnam
NIT Jamshedpur - National Institute of Technology,4,33,60000 - 500000,7 - 9.5 LPA,Jamshedpur
MICA,4.4,16,275000 - 2100000,13 - 17.1 LPA,Ahmedabad
K J Somaiya Institute of Management,4.2,7,4200000 - 16600000,9.05 - 10.25 LPA,Mumbai
AIIMS Raipur - All India Institute of Medical Sciences,4.5,51,900 - 117000,12.47 - 15 LPA,Raipur
T A Pai Management Institute,4.2,5,165,11.68 LPA,Manipal
PSG Institute of Medical Sciences and Research,4.5,39,15800000 - 47100000,9.3 - 15.6 LPA,Coimbatore
"Amity School of Engineering and Technology, Amity University, Noida",4.1,53,2400000 - 25900000,3.8 - 8.65 LPA,Noida
KPR Institute of Engineering and Technology,4.4,20,50000 - 200000,4 LPA,Coimbatore
Birla Institute of Management Technology,3.9,10,2300000 - 1300000,10.5 LPA,Greater Noida
G.L. Bajaj Institute of Technology and Management,4,25,1200000 - 4200000,4.5 LPA,Greater Noida
"Institute of Medical Sciences, BHU",4.6,76,900 - 600000,8 - 20 LPA,Varanasi
"International Institute for Aerospace Engineering and Management, Jain Deemed-to-be University",3.5,8,– / –,7.26 - 7.78 LPA,Bangalore
Jaipuria Noida - Jaipuria Institute of Management,4,7,1200000 - 13500000,7.4 LPA,Noida
"Rajarshi Shahu College of Engineering, Pune",4.1,18,18000 - 3600000,4 LPA,Pune
KEC - Kongu Engineering College,4.2,48,35000 - 200000,3.18 - 4.1 LPA,Erode
Pimpri Chinchwad College of Engineering,4.1,19,200000 - 4800000,4 - 4.2 LPA,Pune
S.M.S. Medical College,4.5,72,2000 - 4900000,9.88 - 21.4 LPA,Jaipur
Krishna Institute of Medical Sciences,3.7,61,25000 - 1 Cr,5.2 - 12.25 LPA,Satara
Saraswati Dental College,3.7,9,8800000 - 1800000,7.21 - 10.12 LPA,Lucknow
IIM Jammu - Indian Institute of Management,4,6,6300000 - 20700000,12.75 LPA,Jammu
IFHE Hyderabad - ICFAI Foundation For Higher Education,4.2,2,1800000 - 6500000,8.23 LPA,Hyderabad
Pt. Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,4.3,55,8000 - 4500000,9.02 - 13.71 LPA,Rohtak
"School of Health Sciences, UPES",4.5,21,2400000 - 16400000,4.2 - 5 LPA,Dehradun
IIM Nagpur - Indian Institute of Management,4.3,20,1200000 - 17700000,15.42 LPA,Nagpur
Medical College,4.4,45,31000 - 48000,6 LPA,Kolkata
The Gujarat Cancer and Research Institute,NULL,2,– / –,– / –,Ahmedabad
Reva University,4.2,136,15000 - 1800000,3 LPA,Bangalore
"Government Medical College, Thiruvananthapuram",4.7,52,992000 - 4800000,5.75 LPA,Thiruvananthapuram
"B. J. Medical College, Ahmedabad",4.6,54,90000 - 1200000,1 - 2.25 LPA,Ahmedabad
Srirama Chandra Bhanja Medical College and Hospital,4.6,44,70000 - 1200000,7.68 - 9 LPA,Cuttack
NIT Puducherry - National Institute of Technology,3.4,16,15000 - 500000,7.55 - 10 LPA,Pondicherry
"National Institute of Pharmaceutical Education and Research, Hajipur",NULL,5,– / –,4.05 LPA,Hajipur
"Faculty of Management Studies, University of Delhi",4.4,4,200000,15.5 LPA,Delhi
NIT Arunachal Pradesh - National Institute of Technology,3.7,20,2100000 - 500000,6.5 - 8.35 LPA,Arunachal Pradesh - Other
Regional Institute of Medical Sciences,4.4,37,185000 - 3700000,0.83 - 0.98 LPA,Imphal
Mepco Schlenk Engineering College,3.9,21,35000 - 400000,4 - 4.2 LPA,Tamil Nadu - Other
"NMAM Institute of Technology, NITTE University",4,21,200000 - 1000000,1.5 - 2.42 LPA,Mangalore
Chettinad Academy of Research and Education,NULL,11,600000 - 1200000,3.8 - 7.2 LPA,Chennai
"Department of Management Studies, IIT Delhi",4.4,4,11200000 - 12600000,20.06 - 24.45 LPA,Delhi
"ICFAI Business School (IBS), Hyderabad",3.9,11,300000 - 1600000,3.85 - 8.23 LPA,Hyderabad
"National Institute of Technology, Uttarakhand",3.2,18,45000 - 500000,6.5 - 6.8 LPA,Srinagar Pauri Garhwal
"JSS Academy of Technical Education, JSS Mahavidyapeetha, Noida",3.7,33,100000 - 2900000,4.21 LPA,Noida
Manav Rachna International Institute of Research & Studies,NULL,18,60000 - 28500000,3.8 - 7.2 LPA,Faridabad
ABES Engineering College,4,21,1300000 - 4400000,4.25 - 5 LPA,Ghaziabad
SRM Medical College Hospital and Research Centre,4.7,76,30000 - 14 Cr,2.5 - 14.4 LPA,Chennai
IIM Amritsar - Indian Institute of Management,4.4,14,1600000 - 1500000,13.54 LPA,Amritsar
"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur",4.8,4,300000,3.3 - 4.2 LPA,Thanjavur
IIM Bodh Gaya - Indian Institute of Management,4.1,7,1200000 - 32600000,11.68 LPA,Gaya
"Shailesh J. Mehta School of Management, IIT Bombay",4.6,4,96000 - 4200000,25.76 - 26.64 LPA,Mumbai
"Prin. L. N. Welingkar Institute of Management Development and Research, Mumbai",4,49,118000 - 1300000,10.5 LPA,Mumbai
Thadomal Shahani Engineeirng College,3.9,5,600000,5 LPA,Mumbai
VNR Vignana Jyothi Institute of Engineering and Technology,4.4,29,2600000 - 5400000,3.5 - 6.14 LPA,Hyderabad
PSG Institute of Technology and Applied Research,4.3,8,200000 - 2500000,5.5 LPA,Coimbatore
"Institute of Rural Management, Anand",4.6,3,9900000 - 12600000,15 LPA,Anand
FORE School of Management,3.8,9,12000 - 1700000,10.3 - 13.52 LPA,Delhi
Vishwakarma Institute of Information Technology,3.9,21,1600000 - 5700000,4 - 6 LPA,Pune
Thakur College of Engineering and Technology,4.2,18,3300000 - 5900000,3.6 - 3.8 LPA,Mumbai
VGSOM IIT Kharagpur - Vinod Gupta School of Management,4.5,4,600000 - 2500000,18.08 - 19.67 LPA,Kharagpur
Bangalore Institute of Technology,3.6,26,1200000 - 3300000,4.5 - 6 LPA,Bangalore
NMAM Institute of Technology,3.9,23,1200000 - 8900000,3.6 - 5.25 LPA,Udupi
IIM Sambalpur - Indian Institute of Management,4.3,2,1000000 - 10500000,12.42 LPA,Sambalpur
"Great Lakes Institute of Management, Gurgaon",4.3,6,7400000 - 11200000,9.18 - 11.4 LPA,Gurgaon
Siddaganga Institute of Technology,4,27,1200000 - 4200000,3.6 - 6 LPA,Tumkur
Shri Mata Vaishno Devi University,3.8,37,20000 - 6600000,2.5 - 4.33 LPA,Jammu
Sri Venkateswara College Of Pharmacy,3.4,6,1400000 - 2100000,3.69 - 5.15 LPA,Andhra Pradesh - Other
KIET Group of Institutions,4.2,22,15000 - 5600000,3.12 - 4.5 LPA,Ghaziabad
DoMS IIT Madras - Department of Management Studies,4.5,5,15000 - 13500000,16 - 20 LPA,Chennai
HIT - Haldia Institute of Technology,4.1,35,1100000 - 4300000,4.8 - 5.3 LPA,Kolkata
"Zakir Husain College of Engineering and Technology, Aligarh Muslim University",4.3,70,– / –,3.8 - 8.47 LPA,Aligarh
R.N.S. Institute of Technology,3.9,23,777000 - 3000000,3.9,Bangalore
"Institute of Management Studies, BHU",4.1,9,45000 - 993000,9.26 LPA,Varanasi
"CMR Institute of Technology, Bangalore",4.1,39,1200000 - 8900000,4.23 - 6.5 LPA,Bangalore
DOMS IIT Roorkee,4.4,3,356000 - 400000,18 LPA,Roorkee
Thiagarajar College of Engineering,4.3,35,35000 - 2500000,3.12 - 6.33 LPA,Madurai
Galgotias College of Engineering and Technology,4.1,15,1200000 - 2400000,3.6 LPA,Greater Noida
Sardar Patel College of Engineering,4.1,11,1200000 - 3400000,4.25 - 5 LPA,Mumbai
IIT Kanpur - Department of Industrial and Management Engineering,4.7,3,20000 - 13100000,15.14 - 15.29 LPA,Kanpur
NIT Andhra Pradesh - National Institute of Technology,3.6,25,1400000 - 500000,5.41 - 6.8 LPA,Tadepalligudem
Maharaja Surajmal Institute of Technology,3.8,8,4700000 - 5400000,5 LPA,Delhi
Sri Krishna College of Technology [SKCT],4.3,18,35000 - 200000,4.8 - 5.3 LPA,Coimbatore
Kumaun University,3.4,120,720 - 34000,1.5 - 4 LPA,Nainital
"Chaitanya Bharathi Institute of Technology, Hyderabad",4.2,35,1500000 - 5600000,4 - 5 LPA,Hyderabad
Gayatri Vidya Parishad College of Engineering,4,36,844000 - 4100000,4.1 LPA,Visakhapatnam
Vivekanand Education Society’s Institute of Technology,4.1,11,1900000 - 4400000,5 LPA,Mumbai
NITTE Meenakshi Institute of Technology,3.9,28,128000 - 2300000,6 - 7 LPA,Bangalore
IMI Bhubaneswar - International Management Institute,4.3,3,200000 - 9200000,10.5 LPA,Bhubaneswar
The NorthCap University,3.9,78,200000 - 1200000,3.6 - 7.25 LPA,Gurgaon
Vasavi College of Engineering - VCE,4.1,14,200000 - 5600000,4.5 - 5 LPA,Hyderabad
"Dr. Ambedkar Institute Of Technology (AIT), Bangalore",3.6,27,1200000 - 1800000,3.3 - 5 LPA,Bangalore
SRM Easwari Engineering College,4.2,32,35000 - 200000,3 - 5.2 LPA,Chennai
NHCE Bangalore - New Horizon College of Engineering,4.1,12,100000 - 1500000,5.5 - 6.5 LPA,Bangalore
"Amity Business School (ABS), Amity University, Noida",4,10,200000 - 15600000,5.5 LPA,Noida
"B.P. Poddar Institute of Management and Technology, Poddar Vihar",3.5,11,200000 - 3900000,4.4 LPA,Kolkata
Manav Rachna University [MRU],3.9,71,1400000 - 1100000,2.3 - 4 LPA,Faridabad
Dr. D.Y. Patil School Of Engineering,3.6,16,1400000 - 3300000,6 - 6.5 LPA,Pune
Madhav Institute of Technology and Science,3.8,56,1300000 - 3500000,2 - 5 LPA,Gwalior
International Management Institute,4.3,5,40000 - 9800000,8.05 - 10.6 LPA,Kolkata
Saveetha University - Saveetha Institute of Medical and Technical Sciences,4.6,96,100000 - 12 Cr,4.5 - 15.6 LPA,Chennai
Vidyavardhaka College of Engineering,4.1,14,1300000 - 1400000,2.59 - 4 LPA,Mysore
CMR Engineering College,4.4,18,100000 - 300000,4.1 - 5 LPA,Hyderabad
"Don Bosco Institute of Technology, Mumbai",3.8,6,300000 - 4700000,4.75 LPA,Mumbai
GIET University,4.1,54,40000 - 7600000,3.6 - 5.1 LPA,Gunupur
SNIST - Sreenidhi Institute of Science and Technology,3.9,20,1700000 - 5200000,4.2 - 4.43 LPA,Hyderabad
TIT - Technocrates Institute of Technology,3.6,25,80000 - 3100000,3.4,Bhopal
Fr. C. Rodrigues Institute of Technology,3.6,9,2200000 - 4800000,3.4 - 4.21 LPA,Navi Mumbai
St. Joseph's College of Engineering,3.8,30,35000 - 200000,4.5 LPA,Chennai
Bhagwan Parshuram Institute of Technology,3.7,9,2100000 - 3900000,7 LPA,Delhi
Mahatma Gandhi Institute of Technology,4,21,2500000 - 6400000,3.42 - 4.07 LPA,Hyderabad
"Xavier School of Rural Management, Xavier University Bhubaneswar",4.3,1 Course,122,17.1 LPA,Bhubaneswar
"Chitkara University, Himachal Pradesh",4.2,12,300000 - 7500000,3.95 - 5 LPA,Solan
"Harcourt Butler Technical University, Kanpur",3.7,33,45000 - 300000,3.3 - 6.2 LPA,Kanpur
Integral University - IUL,4,341,1000 - 11 Cr,1.2 - 9.3 LPA,Lucknow
"Birsa Institute of Technology, Sindri",4,25,155000 - 87000,3.34 - 6 LPA,Dhanbad
National Institute of Bank Management,4.5,2,200000 - 13700000,10.5 LPA,Pune
Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of Pharmacy,NULL,8,62000 - 2400000,1.5 - 3.78 LPA,Ropar
Malla Reddy College of Engineering and Technology,4.2,25,90000 - 4400000,4.56 - 5.24 LPA,Hyderabad
